Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_oxazole,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_thiazole,fr_urea
CHEMBL2181496,13.906644100500834,-6.135144643600559,13.906644100500834,0.2948557716423532,0.6674478487195312,426.49799999999976,404.3220000000002,426.13617618400053,156,0.2427259840969743,-0.4809835604413841,0.4809835604413841,0.2427259840969743,1.0333333333333334,1.7333333333333334,2.466666666666667,11.282955509410463,-0.24334289950531693,2.463855528063299e-17,-2.654511855885321,1.0076411042395401e-16,-2.798143062642859,1.7504505737296516,-1.0292188217567568,40.220731970159456,36.33009583431915,15.146592415246875,23.27412179023094,18.496203020577816,9.04183915837854,5.181396115642394,6.904925457432684,3.404385039164607,4.78770747223501,2.0600886917208148,2.917572600423538,-3.01,6.744904558154596,8.387467836750806,3.9964007167277784,205.9168218987853,15.193442883326371,5.817862777835028,2.8236841566564013,15.903279489842955,0.0,0.0,0.0,18.385754026223353,4.305215991296234,0.0,12.08483741532659,29.733126322350174,53.55531719769658,46.98354331895649,48.13037817198987,15.841153931242612,0.0,14.273173033190652,0.0,4.895483475517775,38.86935928907333,54.642721375272586,28.13379430322335,107.63999999999999,140.96801138989966,8.417796984328938,0.0,5.719716975726273,0.0,0.0,0.0,0.0,19.441682949494513,30.238855280060797,212.67607047236538,0.0,5.348006635994394,0.0,-4.19821740911136,-2.0152779046897877,-9.386462761480713,-2.2467828991446352,-16.011261399710865,-9.332741400889097,0.23809523809523808,30,2,8,0,1,1,1,2,3,7,1,9,7,0,1,1,4,2.4223,113.44620000000002,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
CHEMBL2181492,13.28719965605639,-5.847227976933893,13.28719965605639,0.27035691884679647,0.7260750612235201,384.46099999999973,364.3010000000001,384.1256115000005,140,0.24205862647808787,-0.4809835604413841,0.4809835604413841,0.24205862647808787,0.9259259259259259,1.6296296296296295,2.3333333333333335,11.45444284742591,-0.24613704594774535,1.0845433091229672e-17,-2.4470183614461662,1.8596234951253052e-16,-2.57532494314332,1.7540114171225898,-0.9927950062100278,36.51362518897291,32.921847543855286,13.738344124783012,21.067015009044393,16.587954730113957,8.133590867914677,4.651603100044518,6.3751324418348085,3.0079453818385975,4.208693629073946,1.7578882855967957,2.3004783036320124,-2.9699999999999998,6.0153333143914445,7.3371235072858605,3.762398837451258,186.26928259367878,10.456579929526322,5.817862777835028,2.8236841566564013,15.903279489842955,0.0,0.0,0.0,22.690970017519586,0.0,0.0,12.08483741532659,29.733126322350174,57.25476874196963,28.382538608443,40.65199810584936,15.841153931242612,0.0,14.273173033190652,0.0,4.895483475517775,26.709323235173354,54.642721375272586,28.13379430322335,98.40999999999998,128.80797533599966,8.417796984328938,0.0,5.719716975726273,0.0,0.0,0.0,0.0,14.704819995694464,27.497338167720358,187.1482379777333,0.0,5.465859710649417,0.0,-3.96358832447787,-1.9517061899461972,-8.903757216687879,-2.163436292371454,-7.780740780990847,-9.017535550575115,0.15789473684210525,27,2,7,0,0,0,1,2,3,6,1,8,9,0,0,0,3,2.651700000000001,104.74120000000002,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
CHEMBL2181490,13.921060908890855,-5.345725521246691,13.921060908890855,0.39152854451642494,0.6693365131245579,441.45699999999965,419.28100000000006,441.17764498400066,166,0.43283137318549847,-0.3831843144400849,0.43283137318549847,0.3831843144400849,0.9375,1.59375,2.25,11.474534720665645,-0.2434725271406731,2.29632326591873e-16,-2.7488309526569004,0.3607168546169754,-2.8857901749938035,2.2046607131702003,-1.0549359334578823,41.961218946165616,37.27820968699133,15.278209686991335,24.126580533033177,19.125172820995456,8.230745629995543,5.7903728132009284,5.7903728132009284,3.6903031664960926,3.6903031664960926,2.2220575312792774,2.2220575312792774,-3.459999999999999,7.551358814254829,8.583164147225665,4.571173660047514,214.07680175517547,15.519536437427229,11.51179077268349,2.8236841566564013,0.0,5.907179729351506,6.176298517443475,9.77851570501903,4.9839785209472085,13.171245143024459,0.0,18.127256122989884,36.70895322263242,70.18234501887281,17.819861230212858,48.2046376071571,11.725042507186533,0.0,19.76777650359537,0.0,6.176298517443475,38.682982613272294,65.90010086181803,22.253805966787983,75.35,154.5380499282093,17.96578232709628,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,30.238855280060793,220.01510844729418,0.0,18.921580085355636,0.0,-8.328357484329366,-3.3366961621138707,-10.140361240398962,-8.003351196022749,-20.29458911645155,0.0,0.2608695652173913,32,2,6,0,1,1,1,2,3,5,1,9,5,0,1,1,4,3.7992000000000017,115.71890000000002,0,0,1,2,0,0,0,0,1,1,4,0,1,1,0,0,3,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
CHEMBL2181477,8.87237509973125,-3.083339303159349,8.87237509973125,0.14083971912660598,0.6162012657942135,328.3749999999998,312.24700000000007,328.13241113200047,122,0.21240887469995617,-0.4809835604413841,0.4809835604413841,0.21240887469995617,0.8,1.68,2.6,11.63211009098083,-0.2432094704335678,0.38173963723028587,-2.286417947147078,0.4854516102124191,-2.368578632778676,2.705842414900581,-0.9430168854491284,30.87543250853871,28.197102672463696,12.197102672463696,18.883511589972123,14.617923065713633,6.723495874713717,4.6252486257743435,4.6252486257743435,3.1113831542833874,3.1113831542833874,1.9848517737666616,1.9848517737666616,-3.4699999999999993,5.524191446433693,6.2030177080467555,2.8734466093126794,167.30021931427754,10.456579929526322,5.817862777835028,2.8236841566564013,5.879988336435371,0.0,0.0,4.9839785209472085,9.967957041894417,0.0,0.0,12.08483741532659,35.77554503001347,46.63768302966336,31.745272962881923,26.751166896839525,16.720787709916085,0.0,14.951935562841626,0.0,0.0,12.75766943460886,66.85803529375065,28.13379430322335,73.92,118.75056976577267,0.0,0.0,5.719716975726273,0.0,0.0,0.0,0.0,19.688798516641672,22.01430394303948,133.23097564389735,0.0,11.11399023856632,-0.4188189975583134,-3.1194228696475044,-1.6824472451169195,-6.184106125997204,-2.4401646743177086,0.0,-3.083339303159349,0.05,25,2,5,0,0,0,1,3,4,5,1,5,5,0,0,0,4,3.949600000000002,99.16940000000001,0,0,1,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
CHEMBL2181493,12.812824656056392,-5.49826964360056,12.812824656056392,0.24314414764364134,0.7135767528508663,370.43399999999974,352.2900000000001,370.10996143600056,134,0.2398074245781558,-0.4809835604413841,0.4809835604413841,0.2398074245781558,0.9615384615384616,1.6923076923076923,2.423076923076923,11.632109638842808,-0.24593614348049161,3.6322988252648044e-16,-2.336429539210585,1.3633084275283587e-16,-2.5583512721208015,2.181704288572623,-0.9437467110558571,34.01362518897291,30.421847543855286,13.238344124783012,19.855690143639208,15.311561527863933,7.909984070164699,4.448512608252003,5.989467764207233,2.8877662361298406,3.848156191947673,1.7122447391380313,2.163547664255719,-2.9699999999999998,6.036430990944009,7.105352337468019,3.509759714558707,176.94248462458953,10.456579929526322,7.229704856163229,2.8236841566564013,15.903279489842955,0.0,0.0,0.0,23.100873639957484,0.0,0.0,12.08483741532659,36.70895322263242,39.19083927289447,28.382538608443,37.95156451566689,15.841153931242612,0.0,14.683076655628547,0.0,4.895483475517775,19.733496334891107,54.642721375272586,28.133794303223354,107.2,122.24205205815528,8.417796984328938,0.0,5.719716975726273,0.0,0.0,0.0,0.0,14.704819995694466,24.796904577537898,170.18499649748793,0.0,5.651994383294453,0.0,-3.7081957883897267,-1.8879416896557224,-8.332707035438524,-2.0766026577012813,-3.6039120571620895,-8.644298319101644,0.1111111111111111,26,3,7,0,0,0,1,2,3,6,2,8,8,0,0,0,3,2.3094999999999994,100.11390000000002,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
CHEMBL2181491,12.7585807193222,-5.500047775387815,12.7585807193222,0.2489220576634903,0.773076691680887,355.41899999999976,338.2830000000001,355.0990624040004,128,0.21240887469995617,-0.4809835604413841,0.4809835604413841,0.21240887469995617,0.96,1.76,2.56,11.63210980759981,-0.2452513782363079,1.1561432075535404e-16,-2.2989278301824494,1.4400110307029422e-16,-2.3689542210474768,2.2942229309576168,-0.9430364722671318,32.43627491978329,28.974633948355326,12.791130529283054,18.950989605259956,14.662291094010872,7.751027150605348,4.385595963199593,5.80071782905001,2.778362070119523,3.51994369391672,1.697504200682479,2.1193260488890604,-2.9299999999999997,5.8087408137413075,6.523294655703274,3.6101853306062273,169.79421779794689,10.456579929526322,5.817862777835028,12.660937293073903,5.879988336435371,0.0,0.0,0.0,18.385754026223353,0.0,0.0,12.08483741532659,29.733126322350174,45.37476337401093,28.382538608443,36.53972243733869,15.65511591425253,0.0,9.967957041894417,0.0,4.895483475517775,18.941593535725318,54.642721375272586,28.13379430322335,95.16999999999999,116.54899162826531,8.417796984328938,0.0,5.719716975726273,0.0,0.0,0.0,0.0,14.704819995694464,23.3850624992097,163.34492725398044,0.0,5.638015075647285,0.0,-3.8599956036261043,-1.8980931351671377,-8.068032552502231,-5.930086404673692,0.0,-8.643401300325207,0.1111111111111111,25,2,6,0,0,0,1,2,3,6,1,7,7,0,0,0,3,2.804900000000001,96.97820000000002,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
CHEMBL2181481,13.09969965605639,-3.6143287238287565,13.09969965605639,0.2365346047972099,0.7833717263751654,348.4059999999997,328.2460000000001,348.15862588000056,132,0.25283249855450135,-0.4809835604413841,0.4809835604413841,0.25283249855450135,0.9615384615384616,1.6923076923076923,2.423076923076923,11.254854384679495,-0.24614173007977955,1.4540925046499753e-16,-2.4647331365929745,9.033591662476245e-17,-2.578530943185738,1.9801495333751915,-0.9962916944947121,35.59097545816254,32.60535096292756,12.60535096292756,20.73368167571106,16.545654008695543,6.651226817695628,4.568597791307836,4.568597791307836,2.949527221504397,2.949527221504397,1.7678294111996553,1.7678294111996553,-3.4099999999999997,5.295982860158547,7.226189719938787,3.4889424755236433,180.03497091570404,15.3564896603768,5.817862777835028,2.8236841566564013,5.879988336435371,5.907179729351506,0.0,4.794537184071822,9.967957041894417,0.0,0.0,12.08483741532659,29.733126322350174,62.81822023366662,23.487055132925224,37.028738305592235,11.725042507186533,0.0,14.867866772744895,0.0,0.0,26.709323235173354,60.20617286696958,28.13379430322335,81.33999999999999,125.95452566767703,4.794537184071822,0.0,5.719716975726273,0.0,0.0,0.0,0.0,14.704819995694464,27.497338167720358,161.93358159795972,0.0,19.715678084688676,0.0,-4.896577564665276,-3.797883327572511,-7.935397514221034,-2.0588319465008746,-7.228657447657513,-3.14857854869791,0.15,26,2,6,0,0,0,1,2,3,5,1,6,8,0,0,0,3,3.103200000000001,101.88590000000003,0,0,1,2,0,0,0,0,1,1,3,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CHEMBL2181476,8.88301386526833,-3.0996787473340435,8.88301386526833,0.16375659835661693,0.6230306490300623,331.37899999999973,314.24300000000005,331.1433101640005,124,0.21240887469995617,-0.4809835604413841,0.4809835604413841,0.21240887469995617,0.96,1.84,2.72,11.632104969973705,-0.24562348045236512,0.27807179184448677,-2.287895168801205,0.31478031285088726,-2.3686413220624085,2.667093544950234,-0.9829144783795443,31.798082239349085,29.144316267963653,12.144316267963655,19.18415285285435,15.041529863463612,6.647102672463697,4.675248625774342,4.675248625774342,3.1738831542833865,3.1738831542833865,2.0227000743291663,2.0227000743291663,-3.4099999999999997,5.29160593448184,5.902016232703809,2.6735238974181783,168.4577174048563,10.456579929526322,5.817862777835028,2.8236841566564013,5.879988336435371,0.0,0.0,4.681802935145185,9.967957041894417,5.098681808301038,0.0,12.08483741532659,23.69070761468688,51.55289038764151,35.17665106135625,28.121925453009744,16.720787709916088,0.0,19.74844178534064,6.975826900282246,0.0,12.75766943460886,54.77319787842405,28.13379430322335,78.85,113.6415592507283,0.0,0.0,5.719716975726273,4.681802935145185,0.0,0.0,0.0,19.803501803995502,23.3850624992097,140.9911382624115,0.0,7.342632968674408,3.120821448429327,-3.524351682924827,-1.732689021969585,-5.171127576350253,-2.5590758750151448,-3.034336442588052,-3.0996787473340435,0.10526315789473684,25,2,6,0,0,0,1,3,4,6,1,6,6,0,0,0,4,3.288100000000001,98.14040000000003,0,0,1,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CHEMBL2012021,8.152035497326503,-0.8112473230032753,8.152035497326503,0.0644695692212065,0.7773785479073895,313.7439999999997,301.6479999999999,313.0618043040003,110,0.3233759672802384,-0.4573780008302085,0.4573780008302085,0.3233759672802384,0.8181818181818182,1.4090909090909092,2.0454545454545454,12.623541538311063,-0.14038182084521406,0.6620475756468267,-2.239377964492802,0.7226441475677697,-2.366973818465132,2.8877370629876524,-0.6217379863747236,25.643381700969833,22.536101840436828,11.292030786455282,15.771539823176044,11.51793999718215,6.001477279191462,3.5720699976423425,3.95003447065157,2.068946236970631,2.2579284734752445,1.2367428291607578,1.3312339474130646,-2.789999999999999,5.775764874752031,6.321331595063947,3.6476641921506223,148.8308941429166,15.193442883326371,23.06639827768674,2.8236841566564013,0.0,0.0,6.010464839586836,0.0,4.9839785209472085,4.9839785209472085,0.0,11.600939890232516,54.38176836896965,11.195528524556087,13.7075855617022,26.004995625958696,17.418802668067542,0.0,9.967957041894417,0.0,0.0,5.719716975726273,65.57729689352574,23.25900033943855,70.26,94.65416001079933,0.0,0.0,5.719716975726273,0.0,0.0,0.0,0.0,9.967957041894417,37.605935516191224,104.12394643468454,5.740867472436966,7.118450647058219,-0.4616601578903168,-0.0644695692212065,-2.72697791835307,-7.2355215772284565,-0.7168575537088977,0.0,0.0,0.0,22,2,5,0,0,0,2,1,3,5,1,6,5,0,0,0,3,4.296800000000002,84.48640000000002,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL2011952,8.27094337607505,-0.8615019001427731,8.27094337607505,0.07845105070268765,0.7531666096990953,312.7599999999997,299.65599999999995,312.0777887160004,110,0.22143031343071193,-0.45738009492515247,0.45738009492515247,0.22143031343071193,0.9090909090909091,1.5909090909090908,2.272727272727273,11.623753000707147,-0.14041152619575964,0.6356333300436998,-2.3003043741886593,0.7226441475677698,-2.3748269247519973,2.8800281562782084,-0.6212475519722491,26.51362518897291,23.57506714547292,11.330996091491377,16.19906017810461,12.004118897718204,6.0404425842275575,3.6187197905843584,3.996684263593586,2.1117564030911176,2.3007386395957314,1.2747107839927732,1.3692019022450799,-2.789999999999999,5.443034763618045,6.321331595063947,3.6476641921506223,150.7302382294239,15.766393282814697,17.316886444402837,4.235526234984602,5.948339280986494,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,11.600939890232516,54.38176836896965,16.88291479923965,13.7075855617022,22.67997475048685,29.0545282237376,0.0,9.967957041894417,0.0,0.0,11.029530329014648,65.57729689352574,11.49902366656781,73.06,94.52990889359864,0.0,0.0,11.029530329014648,0.0,0.0,0.0,0.0,9.967957041894417,34.28091464071937,108.01447656996153,5.74799202240076,7.070403897743259,-0.2568989797249037,-0.7987544436648106,-2.8383209031033427,-6.90467949879248,-0.756440887042231,0.0,0.0,0.0,22,3,5,0,0,0,2,1,3,5,2,6,5,0,0,0,3,4.248100000000002,87.69510000000001,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL2012042,8.334306841780688,-2.8487960618583923,8.334306841780688,0.11580205285463752,0.7257319737126273,318.3799999999997,300.23600000000005,318.1480611960005,120,0.16811412073125967,-0.45738155619979026,0.45738155619979026,0.16811412073125967,0.875,1.5416666666666667,2.2083333333333335,11.157782690616381,-0.1783835535221869,0.053856568923391045,-2.3085366795406324,0.21581907729336766,-2.3734122263033006,2.3517356857663185,-0.8487356857663191,32.01362518897291,29.697102672463693,11.697102672463695,19.160385043509798,15.315136661213591,6.4734958747137155,4.315147750704714,4.315147750704714,2.636363585401316,2.636363585401316,1.5709036953728743,1.5709036953728743,-3.079999999999999,4.723868509993591,6.197548171057317,3.4574395431501665,165.54081969304184,15.766393282814697,17.316886444402837,10.05338901281963,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,0.0,12.08483741532659,60.45777122569859,12.541179055534661,26.05337598333172,29.533767531337947,17.323111830353618,0.0,9.967957041894417,0.0,18.639807488021837,11.029530329014648,66.24859157463288,11.49902366656781,73.06,113.71053455957615,0.0,0.0,11.029530329014648,0.0,0.0,0.0,0.0,9.967957041894417,29.533767531337947,149.66629340714147,0.0,7.097510506806384,0.16865152963693286,-1.783868049749584,-6.065162755699142,-7.8995415942952745,-7.267216377174075,0.0,0.0,0.15789473684210525,24,3,5,1,0,1,2,1,3,5,2,5,6,1,0,1,4,4.472100000000003,94.66010000000003,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL2012019,8.17840141303435,-0.7609964201730073,8.17840141303435,0.15784524559360835,0.749546454782003,318.7889999999998,307.701,318.0342096520003,106,0.2404572166323896,-0.4573800948794688,0.4573800948794688,0.2404572166323896,1.0476190476190477,1.7142857142857142,2.3333333333333335,12.788322362420733,-0.1403716096383635,0.647353831873018,-2.2729675481434555,0.7226441475677703,-2.3411463337642755,2.9638090453993375,-0.6196057140544052,24.066031431780207,20.983315435936785,11.555740962882966,14.877692973058693,10.667210431035212,6.476930779678539,3.4116545667545113,4.5199157831039605,1.9809326155692217,2.6790876702799817,1.1936682661077744,1.655582845777558,-2.309999999999999,5.823988232682879,5.986588537145612,3.618804489228443,145.70175048844519,15.766393282814697,11.49902366656781,4.235526234984602,11.079897760825826,0.0,0.0,0.0,0.0,9.357518502363657,0.0,11.600939890232516,48.33934966130636,22.242506199991563,10.96606844936176,19.93845763814641,39.900710537308576,0.0,9.357518502363657,0.0,0.0,11.029530329014648,53.36198297504768,11.49902366656781,73.06,70.54839291629906,0.0,0.0,16.7996147365521,16.84229996485505,0.0,0.0,0.0,9.357518502363657,31.53939752837892,95.54851367729489,6.354777667872268,3.7412623605661466,-0.23046859629971017,-0.38949518440555186,-1.7135030883718645,-5.533309058878395,0.0,0.0,0.0,0.0,21,3,5,0,0,0,2,1,3,6,2,7,5,0,0,0,3,4.309600000000001,85.5721,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL2012014,8.307980413112087,-0.8860626802161196,8.307980413112087,0.12715475440639157,0.7225381010905533,311.7719999999997,297.65999999999997,311.0825397480004,110,0.16805935057901505,-0.45738009492515264,0.45738009492515264,0.16805935057901505,0.8636363636363636,1.5454545454545454,2.227272727272727,11.28295550941044,-0.1404043412613355,0.4844989338224156,-2.3146968799351275,0.6306265932159758,-2.3708871281061596,2.880028156278211,-0.6221128513635756,27.38386867697599,24.62785354997296,11.383782495991419,16.626580533033177,12.556905302218246,6.093228988727599,3.6805231894593478,4.0584876624685755,2.1485598019661074,2.337542038470721,1.298042823317767,1.3925339415700737,-2.719999999999999,5.176095248379021,6.366804622413331,3.6795557406636137,152.9155607486452,15.766393282814697,17.316886444402837,4.235526234984602,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,11.600939890232516,54.38176836896965,28.612719781586506,15.078344117872419,24.05073330665707,28.793575217434665,0.0,4.9839785209472085,0.0,0.0,11.029530329014648,71.61971560118903,11.49902366656781,60.17,100.311374594959,0.0,0.0,11.029530329014648,0.0,0.0,0.0,0.0,4.9839785209472085,35.65167319688959,116.38321487925998,5.750445726104464,3.586817916121702,-0.2949110734512834,-1.5835003193691732,-2.236344271409205,-7.854837525769799,-0.8064408870422313,0.0,0.0,0.0,22,3,4,0,0,0,2,1,3,4,2,5,5,0,0,0,3,4.853100000000002,89.90010000000002,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHEMBL2012017,8.254647079778755,-0.8569483812043333,8.254647079778755,0.08113623588787267,0.7531666096990953,312.7599999999997,299.65599999999995,312.0777887160004,110,0.16811412073125967,-0.4573800949250715,0.4573800949250715,0.16811412073125967,0.8636363636363636,1.5,2.1818181818181817,12.010521985869316,-0.14039954537369778,0.6192741397624325,-2.2987450442440163,0.6892950653763679,-2.3734117140106163,2.8800281562782097,-0.621574956386175,26.51362518897291,23.57506714547292,11.330996091491377,16.19906017810461,12.004118897718204,6.040442584227557,3.629129987209327,4.007094460218554,2.1058547036536233,2.2948369401582367,1.274399254499028,1.3688903727513346,-2.789999999999999,5.443034763618045,6.321331595063947,3.6476641921506223,150.7302382294239,15.766393282814697,17.316886444402837,10.05338901281963,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,0.0,11.600939890232516,48.33934966130636,10.710019588424888,26.05337598333172,22.67997475048685,28.924051720586135,0.0,9.967957041894417,0.0,0.0,11.029530329014648,65.7077733966772,11.49902366656781,73.06,94.52990889359864,0.0,0.0,11.029530329014648,0.0,0.0,0.0,0.0,9.967957041894417,34.28091464071937,107.85917084400826,5.747593622299979,7.118469177256813,-0.24912715041461309,-0.7931705434380529,-2.79945505608093,-6.134349249268125,-1.4713538665855457,0.0,0.0,0.0,22,3,5,0,0,0,2,1,3,5,2,6,5,0,0,0,3,4.248100000000002,87.69510000000001,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL2012040,13.801258168492167,-1.4477779397273791,13.801258168492167,0.0984201865051566,0.7670473391096897,296.3049999999997,283.20099999999996,296.1073392560004,110,0.16811412073125967,-0.45737829767668353,0.45737829767668353,0.16811412073125967,0.8636363636363636,1.5,2.1818181818181817,12.010498064452968,-0.14039956445025037,0.6130874359192073,-2.2983535828732995,0.6772442187604741,-2.373411918279894,2.8800281562782097,-0.6215751856728017,26.51362518897291,23.57506714547292,10.575067145472921,16.19906017810461,12.004118897718204,5.662478111218329,3.629129987209327,3.629129987209327,2.1058547036536233,2.1058547036536233,1.274399254499028,1.274399254499028,-3.149999999999999,5.241679339513756,6.089005914173893,3.485401978967044,144.5925074054685,15.766393282814697,23.13410728544873,10.05338901281963,0.0,0.0,0.0,4.9839785209472085,9.374393568622029,0.0,0.0,0.0,48.33934966130636,5.687386274683562,26.05337598333172,27.070389798161667,17.323111830353618,0.0,9.967957041894417,0.0,0.0,11.029530329014648,66.50236092398177,11.49902366656781,73.06,95.32449642090322,4.39041504767482,0.0,11.029530329014648,0.0,0.0,0.0,0.0,9.967957041894417,22.67997475048685,120.48896201392114,0.0,7.075616730558211,0.19428898949642104,-0.8493433829442256,-4.529001073409719,-7.702207616895011,-1.5116489940601605,0.0,0.0,0.0,22,3,5,0,0,0,2,1,3,5,2,6,5,0,0,0,3,3.7338000000000013,82.64310000000002,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
